#TYPE Selected.System.Management.ManagementObject
"__SERVER","DisplayName","State","startname"
"SHHWSR0339","Diagnostic System Host","Stopped","LocalSystem"
"SHHWSR0339","Windows Event Collector","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0339","Problem Reports and Solutions Control Panel Support","Stopped","localSystem"
"SHHWSR0339","Windows Error Reporting Service","Stopped","localSystem"
"SHHWSR0339","WinHTTP Web Proxy Auto-Discovery Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0339","Windows Management Instrumentation","Running","localSystem"
"SHHWSR0339","Windows Remote Management (WS-Management)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0339","WMI Performance Adapter","Stopped","localSystem"
"SHHWSR0339","Portable Device Enumerator Service","Stopped","LocalSystem"
"SHHWSR0339","Windows Update","Running","LocalSystem"
"SHHWSR0339","Windows Driver Foundation - User-mode Driver Framework","Stopped","LocalSystem"
"SHHWSR0084","Microsoft Monitoring Agent Audit Forwarding","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","Application Experience","Stopped","localSystem"
"SHHWSR0084","Application Layer Gateway Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Application Host Helper Service","Running","LocalSystem"
"SHHWSR0084","Application Identity","Stopped","NT Authority\LocalService"
"SHHWSR0084","Application Information","Stopped","LocalSystem"
"SHHWSR0084","Application Management","Stopped","LocalSystem"
"SHHWSR0084","ASP.NET State Service","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","Windows Audio Endpoint Builder","Stopped","LocalSystem"
"SHHWSR0084","Windows Audio","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Base Filtering Engine","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Background Intelligent Transfer Service","Stopped","LocalSystem"
"SHHWSR0084","NetBackup Bare Metal Restore Boot Server","Stopped","LocalSystem"
"SHHWSR0084","Computer Browser","Stopped","LocalSystem"
"SHHWSR0084","LANDesk(R) Management Agent","Running","LocalSystem"
"SHHWSR0084","Certificate Propagation","Running","LocalSystem"
"SHHWSR0084","Microsoft .NET Framework NGEN v2.0.50727_X86","Stopped","LocalSystem"
"SHHWSR0084","Microsoft .NET Framework NGEN v2.0.50727_X64","Stopped","LocalSystem"
"SHHWSR0084","Microsoft .NET Framework NGEN v4.0.30319_X86","Stopped","LocalSystem"
"SHHWSR0084","Microsoft .NET Framework NGEN v4.0.30319_X64","Stopped","LocalSystem"
"SHHWSR0084","COM+ System Application","Stopped","LocalSystem"
"SHHWSR0084","Cryptographic Services","Running","NT Authority\NetworkService"
"SHHWSR0084","DCOM Server Process Launcher","Running","LocalSystem"
"SHHWSR0084","Disk Defragmenter","Stopped","localSystem"
"SHHWSR0084","DHCP Client","Running","NT Authority\LocalService"
"SHHWSR0084","Diagnostics Tracking Service","Running","LocalSystem"
"SHHWSR0084","DNS Client","Running","NT AUTHORITY\NetworkService"
"SHHWSR0084","Wired AutoConfig","Stopped","localSystem"
"SHHWSR0084","Diagnostic Policy Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Extensible Authentication Protocol","Stopped","localSystem"
"SHHWSR0084","Encrypting File System (EFS)","Stopped","LocalSystem"
"SHHWSR0084","Windows Event Log","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","COM+ Event System","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Microsoft Fibre Channel Platform Registration Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Function Discovery Provider Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Function Discovery Resource Publication","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Windows Font Cache Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Windows Presentation Foundation Font Cache 3.0.0.0","Stopped","NT Authority\LocalService"
"SHHWSR0084","Group Policy Client","Running","LocalSystem"
"SHHWSR0084","Microsoft Monitoring Agent","Running","LocalSystem"
"SHHWSR0084","Human Interface Device Access","Stopped","LocalSystem"
"SHHWSR0084","Health Key and Certificate Management","Stopped","localSystem"
"SHHWSR0084","Windows CardSpace","Stopped","LocalSystem"
"SHHWSR0084","IKE and AuthIP IPsec Keying Modules","Running","LocalSystem"
"SHHWSR0084","Intel Local Scheduler Service","Running","LocalSystem"
"SHHWSR0084","Intel PDS","Running","LocalSystem"
"SHHWSR0084","PnP-X IP Bus Enumerator","Stopped","LocalSystem"
"SHHWSR0084","IP Helper","Running","LocalSystem"
"SHHWSR0084","CNG Key Isolation","Stopped","LocalSystem"
"SHHWSR0084","KtmRm for Distributed Transaction Coordinator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","LANDesk Policy Invoker","Running","LocalSystem"
"SHHWSR0084","LANDesk Targeted Multicast","Running","LocalSystem"
"SHHWSR0084","Server","Running","LocalSystem"
"SHHWSR0084","Workstation","Running","NT AUTHORITY\NetworkService"
"SHHWSR0084","LiveUpdate","Stopped","LocalSystem"
"SHHWSR0084","Link-Layer Topology Discovery Mapper","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","TCP/IP NetBIOS Helper","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Multimedia Class Scheduler","Stopped","LocalSystem"
"SHHWSR0084","Miss Marple Inventory Agent","Running","LocalSystem"
"SHHWSR0084","Miss Marple Updater","Running","LocalSystem"
"SHHWSR0084","Windows Firewall","Running","NT Authority\LocalService"
"SHHWSR0084","Distributed Transaction Coordinator","Running","NT AUTHORITY\NetworkService"
"SHHWSR0084","Microsoft iSCSI Initiator Service","Stopped","LocalSystem"
"SHHWSR0084","Windows Installer","Stopped","LocalSystem"
"SHHWSR0084","SQL Full-text Filter Daemon Launcher (MSSQLSERVER)","Running","NT Service\MSSQLFDLauncher"
"SHHWSR0084","SQL Server (MSSQLSERVER)","Running","Global\SVCSHHSQLSERVERPROD"
"SHHWSR0084","NetBackup Deduplication Multi-Threaded Agent","Running","LocalSystem"
"SHHWSR0084","Network Access Protection Agent","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","NetBackup BMR MTFTP Service","Stopped","LocalSystem"
"SHHWSR0084","NetBackup BMR PXE Service","Stopped","LocalSystem"
"SHHWSR0084","NetBackup Client Service","Running","LocalSystem"
"SHHWSR0084","NetBackup Discovery Framework","Running","LocalSystem"
"SHHWSR0084","NetBackup Legacy Client Service","Running","LocalSystem"
"SHHWSR0084","NetBackup Legacy Network Service","Running","LocalSystem"
"SHHWSR0084","NetBackup Proxy Service","Stopped","LocalSystem"
"SHHWSR0084","NetBackup SAN Client Fibre Transport Service","Stopped","LocalSystem"
"SHHWSR0084","Netlogon","Running","LocalSystem"
"SHHWSR0084","Network Connections","Running","LocalSystem"
"SHHWSR0084","Net.Msmq Listener Adapter","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","Net.Pipe Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Network List Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Net.Tcp Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Net.Tcp Port Sharing Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Network Location Awareness","Running","NT AUTHORITY\NetworkService"
"SHHWSR0084","Network Store Interface Service","Running","NT Authority\LocalService"
"SHHWSR0084","Performance Counter DLL Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Performance Logs & Alerts","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Plug and Play","Running","LocalSystem"
"SHHWSR0084","IPsec Policy Agent","Running","NT Authority\NetworkService"
"SHHWSR0084","Power","Running","LocalSystem"
"SHHWSR0084","User Profile Service","Running","LocalSystem"
"SHHWSR0084","Protected Storage","Stopped","LocalSystem"
"SHHWSR0084","Remote Access Auto Connection Manager","Stopped","localSystem"
"SHHWSR0084","Remote Access Connection Manager","Stopped","localSystem"
"SHHWSR0084","Routing and Remote Access","Stopped","localSystem"
"SHHWSR0084","Remote Registry","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","RPC Endpoint Mapper","Running","NT AUTHORITY\NetworkService"
"SHHWSR0084","Remote Procedure Call (RPC) Locator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","Remote Procedure Call (RPC)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0084","Resultant Set of Policy Provider","Stopped","LocalSystem"
"SHHWSR0084","Special Administration Console Helper","Stopped","LocalSystem"
"SHHWSR0084","Security Accounts Manager","Running","LocalSystem"
"SHHWSR0084","Smart Card","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Task Scheduler","Running","LocalSystem"
"SHHWSR0084","Smart Card Removal Policy","Stopped","LocalSystem"
"SHHWSR0084","Secondary Logon","Stopped","LocalSystem"
"SHHWSR0084","System Event Notification Service","Running","LocalSystem"
"SHHWSR0084","Symantec Endpoint Protection","Running","LocalSystem"
"SHHWSR0084","Remote Desktop Configuration","Running","localSystem"
"SHHWSR0084","Internet Connection Sharing (ICS)","Stopped","LocalSystem"
"SHHWSR0084","Shell Hardware Detection","Running","LocalSystem"
"SHHWSR0084","Symantec Management Client","Running","LocalSystem"
"SHHWSR0084","Symantec Network Access Control","Stopped","LocalSystem"
"SHHWSR0084","SNMP Service","Running","LocalSystem"
"SHHWSR0084","SNMP Trap","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","LANDesk(R) Software Monitoring Service","Running","LocalSystem"
"SHHWSR0084","Print Spooler","Running","LocalSystem"
"SHHWSR0084","Software Protection","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","SPP Notification Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","SQL Server Browser","Stopped","NT AUTHORITY\LOCALSERVICE"
"SHHWSR0084","SQL Server Agent (MSSQLSERVER)","Running","Global\SVCSHHSQLAGENTPROD"
"SHHWSR0084","SQL Server VSS Writer","Running","LocalSystem"
"SHHWSR0084","SSDP Discovery","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Secure Socket Tunneling Protocol Service","Stopped","NT Authority\LocalService"
"SHHWSR0084","Microsoft Software Shadow Copy Provider","Stopped","LocalSystem"
"SHHWSR0084","Microsoft Monitoring Agent APM","Stopped","LocalSystem"
"SHHWSR0084","Telephony","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","TPM Base Services","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Remote Desktop Services","Running","NT Authority\NetworkService"
"SHHWSR0084","Thread Ordering Server","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Distributed Link Tracking Client","Running","LocalSystem"
"SHHWSR0084","Windows Modules Installer","Running","localSystem"
"SHHWSR0084","Interactive Services Detection","Stopped","LocalSystem"
"SHHWSR0084","Remote Desktop Services UserMode Port Redirector","Running","localSystem"
"SHHWSR0084","UPnP Device Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Desktop Window Manager Session Manager","Running","localSystem"
"SHHWSR0084","Credential Manager","Stopped","LocalSystem"
"SHHWSR0084","Virtual Disk","Stopped","LocalSystem"
"SHHWSR0084","VMware Tools","Running","LocalSystem"
"SHHWSR0084","VMware Snapshot Provider","Stopped","LocalSystem"
"SHHWSR0084","Symantec Private Branch Exchange","Running","LocalSystem"
"SHHWSR0084","Volume Shadow Copy","Stopped","LocalSystem"
"SHHWSR0084","Windows Time","Running","NT AUTHORITY\LocalService"
"SHHWSR0084","Windows Process Activation Service","Running","LocalSystem"
"SHHWSR0084","Block Level Backup Engine Service","Stopped","LocalSystem"
"SHHWSR0084","Windows Color System","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Diagnostic Service Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Diagnostic System Host","Stopped","LocalSystem"
"SHHWSR0084","Windows Event Collector","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0084","Problem Reports and Solutions Control Panel Support","Stopped","localSystem"
"SHHWSR0084","Windows Error Reporting Service","Stopped","localSystem"
"SHHWSR0084","WinHTTP Web Proxy Auto-Discovery Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0084","Windows Management Instrumentation","Running","localSystem"
"SHHWSR0084","Windows Remote Management (WS-Management)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0084","WMI Performance Adapter","Stopped","localSystem"
"SHHWSR0084","Portable Device Enumerator Service","Stopped","LocalSystem"
"SHHWSR0084","Windows Update","Running","LocalSystem"
"SHHWSR0084","Windows Driver Foundation - User-mode Driver Framework","Stopped","LocalSystem"
"SHHWSR0085","Application Experience","Stopped","localSystem"
"SHHWSR0085","Application Layer Gateway Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Application Host Helper Service","Running","LocalSystem"
"SHHWSR0085","Application Identity","Stopped","NT Authority\LocalService"
"SHHWSR0085","Application Information","Stopped","LocalSystem"
"SHHWSR0085","Application Management","Stopped","LocalSystem"
"SHHWSR0085","ASP.NET State Service","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","Windows Audio Endpoint Builder","Stopped","LocalSystem"
"SHHWSR0085","Windows Audio","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","BES10 - BlackBerry Administration Service - Application Server","Running","GLOBAL\svcshhbbtc"
"SHHWSR0085","BES10 - BlackBerry Administration Service - Native Code Container","Running","GLOBAL\svcshhbbtc"
"SHHWSR0085","BES10 - BlackBerry Licensing Service","Running","LocalSystem"
"SHHWSR0085","BES10 - Administration Console","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","BES10 - BlackBerry Management Studio","Running","GLOBAL\svcshhbbtc"
"SHHWSR0085","BES10 - Self-Service","Running","GLOBAL\svcshhbbtc"
"SHHWSR0085","Base Filtering Engine","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Background Intelligent Transfer Service","Stopped","LocalSystem"
"SHHWSR0085","Blackberry Device Manager","Stopped","LocalSystem"
"SHHWSR0085","NetBackup Bare Metal Restore Boot Server","Stopped","LocalSystem"
"SHHWSR0085","Computer Browser","Stopped","LocalSystem"
"SHHWSR0085","LANDesk(R) Management Agent","Running","LocalSystem"
"SHHWSR0085","Certificate Propagation","Running","LocalSystem"
"SHHWSR0085","Microsoft .NET Framework NGEN v2.0.50727_X86","Stopped","LocalSystem"
"SHHWSR0085","Microsoft .NET Framework NGEN v2.0.50727_X64","Stopped","LocalSystem"
"SHHWSR0085","Microsoft .NET Framework NGEN v4.0.30319_X86","Stopped","LocalSystem"
"SHHWSR0085","Microsoft .NET Framework NGEN v4.0.30319_X64","Stopped","LocalSystem"
"SHHWSR0085","COM+ System Application","Stopped","LocalSystem"
"SHHWSR0085","Cryptographic Services","Running","NT Authority\NetworkService"
"SHHWSR0085","DCOM Server Process Launcher","Running","LocalSystem"
"SHHWSR0085","Disk Defragmenter","Stopped","localSystem"
"SHHWSR0085","DHCP Client","Running","NT Authority\LocalService"
"SHHWSR0085","Diagnostics Tracking Service","Running","LocalSystem"
"SHHWSR0085","DNS Client","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","Wired AutoConfig","Stopped","localSystem"
"SHHWSR0085","Diagnostic Policy Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Extensible Authentication Protocol","Stopped","localSystem"
"SHHWSR0085","Encrypting File System (EFS)","Stopped","LocalSystem"
"SHHWSR0085","Windows Event Log","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","COM+ Event System","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Microsoft Fibre Channel Platform Registration Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Function Discovery Provider Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Function Discovery Resource Publication","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Windows Font Cache Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Windows Presentation Foundation Font Cache 3.0.0.0","Stopped","NT Authority\LocalService"
"SHHWSR0085","Group Policy Client","Running","LocalSystem"
"SHHWSR0085","Human Interface Device Access","Stopped","LocalSystem"
"SHHWSR0085","Health Key and Certificate Management","Stopped","localSystem"
"SHHWSR0085","Windows CardSpace","Stopped","LocalSystem"
"SHHWSR0085","IKE and AuthIP IPsec Keying Modules","Running","LocalSystem"
"SHHWSR0085","Intel Local Scheduler Service","Running","LocalSystem"
"SHHWSR0085","Intel PDS","Running","LocalSystem"
"SHHWSR0085","PnP-X IP Bus Enumerator","Stopped","LocalSystem"
"SHHWSR0085","IP Helper","Running","LocalSystem"
"SHHWSR0085","CNG Key Isolation","Stopped","LocalSystem"
"SHHWSR0085","KtmRm for Distributed Transaction Coordinator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","LANDesk Policy Invoker","Running","LocalSystem"
"SHHWSR0085","LANDesk Targeted Multicast","Running","LocalSystem"
"SHHWSR0085","Server","Running","LocalSystem"
"SHHWSR0085","Workstation","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","LiveUpdate","Stopped","LocalSystem"
"SHHWSR0085","Link-Layer Topology Discovery Mapper","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","TCP/IP NetBIOS Helper","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Multimedia Class Scheduler","Stopped","LocalSystem"
"SHHWSR0085","Miss Marple Inventory Agent","Running","LocalSystem"
"SHHWSR0085","Miss Marple Updater","Running","LocalSystem"
"SHHWSR0085","Windows Firewall","Running","NT Authority\LocalService"
"SHHWSR0085","Distributed Transaction Coordinator","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","Microsoft iSCSI Initiator Service","Stopped","LocalSystem"
"SHHWSR0085","Windows Installer","Stopped","LocalSystem"
"SHHWSR0085","NetBackup Deduplication Multi-Threaded Agent","Running","LocalSystem"
"SHHWSR0085","Network Access Protection Agent","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","NetBackup BMR MTFTP Service","Stopped","LocalSystem"
"SHHWSR0085","NetBackup BMR PXE Service","Stopped","LocalSystem"
"SHHWSR0085","NetBackup Client Service","Running","LocalSystem"
"SHHWSR0085","NetBackup Discovery Framework","Running","LocalSystem"
"SHHWSR0085","NetBackup Legacy Client Service","Running","LocalSystem"
"SHHWSR0085","NetBackup Legacy Network Service","Running","LocalSystem"
"SHHWSR0085","NetBackup Proxy Service","Stopped","LocalSystem"
"SHHWSR0085","NetBackup SAN Client Fibre Transport Service","Stopped","LocalSystem"
"SHHWSR0085","Netlogon","Running","LocalSystem"
"SHHWSR0085","Network Connections","Running","LocalSystem"
"SHHWSR0085","Net.Msmq Listener Adapter","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","Net.Pipe Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Network List Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Net.Tcp Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Net.Tcp Port Sharing Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Network Location Awareness","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","Network Store Interface Service","Running","NT Authority\LocalService"
"SHHWSR0085","Performance Counter DLL Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Performance Logs & Alerts","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Plug and Play","Running","LocalSystem"
"SHHWSR0085","IPsec Policy Agent","Running","NT Authority\NetworkService"
"SHHWSR0085","Power","Running","LocalSystem"
"SHHWSR0085","User Profile Service","Running","LocalSystem"
"SHHWSR0085","Protected Storage","Stopped","LocalSystem"
"SHHWSR0085","Remote Access Auto Connection Manager","Stopped","localSystem"
"SHHWSR0085","Remote Access Connection Manager","Stopped","localSystem"
"SHHWSR0085","Routing and Remote Access","Stopped","localSystem"
"SHHWSR0085","Remote Registry","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","RPC Endpoint Mapper","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","Remote Procedure Call (RPC) Locator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","Remote Procedure Call (RPC)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","Resultant Set of Policy Provider","Stopped","LocalSystem"
"SHHWSR0085","Special Administration Console Helper","Stopped","LocalSystem"
"SHHWSR0085","Security Accounts Manager","Running","LocalSystem"
"SHHWSR0085","Smart Card","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Task Scheduler","Running","LocalSystem"
"SHHWSR0085","Smart Card Removal Policy","Stopped","LocalSystem"
"SHHWSR0085","Secondary Logon","Stopped","LocalSystem"
"SHHWSR0085","System Event Notification Service","Running","LocalSystem"
"SHHWSR0085","Symantec Endpoint Protection","Running","LocalSystem"
"SHHWSR0085","Remote Desktop Configuration","Running","localSystem"
"SHHWSR0085","Internet Connection Sharing (ICS)","Stopped","LocalSystem"
"SHHWSR0085","Shell Hardware Detection","Running","LocalSystem"
"SHHWSR0085","Symantec Management Client","Running","LocalSystem"
"SHHWSR0085","Symantec Network Access Control","Stopped","LocalSystem"
"SHHWSR0085","SNMP Service","Running","LocalSystem"
"SHHWSR0085","SNMP Trap","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","LANDesk(R) Software Monitoring Service","Running","LocalSystem"
"SHHWSR0085","Print Spooler","Running","LocalSystem"
"SHHWSR0085","Software Protection","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","SPP Notification Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","SSDP Discovery","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Secure Socket Tunneling Protocol Service","Stopped","NT Authority\LocalService"
"SHHWSR0085","Microsoft Software Shadow Copy Provider","Stopped","LocalSystem"
"SHHWSR0085","Telephony","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","TPM Base Services","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Remote Desktop Services","Running","NT Authority\NetworkService"
"SHHWSR0085","Thread Ordering Server","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Distributed Link Tracking Client","Running","LocalSystem"
"SHHWSR0085","Windows Modules Installer","Stopped","localSystem"
"SHHWSR0085","Interactive Services Detection","Stopped","LocalSystem"
"SHHWSR0085","Remote Desktop Services UserMode Port Redirector","Running","localSystem"
"SHHWSR0085","UPnP Device Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Desktop Window Manager Session Manager","Running","localSystem"
"SHHWSR0085","Credential Manager","Stopped","LocalSystem"
"SHHWSR0085","Virtual Disk","Stopped","LocalSystem"
"SHHWSR0085","VMware Tools","Running","LocalSystem"
"SHHWSR0085","VMware Snapshot Provider","Stopped","LocalSystem"
"SHHWSR0085","Symantec Private Branch Exchange","Running","LocalSystem"
"SHHWSR0085","Volume Shadow Copy","Stopped","LocalSystem"
"SHHWSR0085","Windows Time","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Windows Process Activation Service","Running","LocalSystem"
"SHHWSR0085","Block Level Backup Engine Service","Stopped","LocalSystem"
"SHHWSR0085","Windows Color System","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Diagnostic Service Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0085","Diagnostic System Host","Stopped","LocalSystem"
"SHHWSR0085","Windows Event Collector","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0085","Problem Reports and Solutions Control Panel Support","Stopped","localSystem"
"SHHWSR0085","Windows Error Reporting Service","Stopped","localSystem"
"SHHWSR0085","WinHTTP Web Proxy Auto-Discovery Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0085","Windows Management Instrumentation","Running","localSystem"
"SHHWSR0085","Windows Remote Management (WS-Management)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0085","WMI Performance Adapter","Stopped","localSystem"
"SHHWSR0085","Portable Device Enumerator Service","Stopped","LocalSystem"
"SHHWSR0085","Windows Update","Running","LocalSystem"
"SHHWSR0085","Windows Driver Foundation - User-mode Driver Framework","Stopped","LocalSystem"
"SHHWSR0086","Application Experience","Stopped","localSystem"
"SHHWSR0086","Application Layer Gateway Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0086","Application Host Helper Service","Running","LocalSystem"
"SHHWSR0086","Application Identity","Stopped","NT Authority\LocalService"
"SHHWSR0086","Application Information","Stopped","LocalSystem"
"SHHWSR0086","Application Management","Stopped","LocalSystem"
"SHHWSR0086","ASP.NET State Service","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0086","Windows Audio Endpoint Builder","Stopped","LocalSystem"
"SHHWSR0086","Windows Audio","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0086","BES10 - BlackBerry Controller","Running","GLOBAL\svcshhbbtc"
"SHHWSR0086","BES10 - BlackBerry Dispatcher","Running","GLOBAL\svcshhbbtc"
"SHHWSR0086","BES10 - BlackBerry MDS Connection Service","Running","GLOBAL\svcshhbbtc"
"SHHWSR0086","BES10 - Scheduler","Running","GLOBAL\svcshhbbtc"
"SHHWSR0086","BES10 - BlackBerry Secure Connect Service","Running","GLOBAL\svcshhbbtc"
"SHHWSR0086","BES10 - BlackBerry Web Services","Running","GLOBAL\svcshhbbtc"
"SHHWSR0086","BES10 - BlackBerry Work Connect Notification Service","Running","LocalSystem"
"SHHWSR0086","BES10 - Enterprise Management Web Service","Running","GLOBAL\svcshhbbtc"
"SHHWSR0086","Base Filtering Engine","Running","NT AUTHORITY\LocalService"
"SHHWSR0086","Background Intelligent Transfer Service","Stopped","LocalSystem"
"SHHWSR0086","NetBackup Bare Metal Restore Boot Server","Stopped","LocalSystem"
"SHHWSR0086","Computer Browser","Stopped","LocalSystem"
"SHHWSR0086","LANDesk(R) Management Agent","Running","LocalSystem"
"SHHWSR0086","Certificate Propagation","Running","LocalSystem"
"SHHWSR0086","Microsoft .NET Framework NGEN v2.0.50727_X86","Stopped","LocalSystem"
"SHHWSR0086","Microsoft .NET Framework NGEN v2.0.50727_X64","Stopped","LocalSystem"
"SHHWSR0086","Microsoft .NET Framework NGEN v4.0.30319_X86","Stopped","LocalSystem"
"SHHWSR0086","Microsoft .NET Framework NGEN v4.0.30319_X64","Stopped","LocalSystem"
"SHHWSR0086","COM+ System Application","Stopped","LocalSystem"
"SHHWSR0086","Cryptographic Services","Running","NT Authority\NetworkService"
"SHHWSR0086","DCOM Server Process Launcher","Running","LocalSystem"
"SHHWSR0086","Disk Defragmenter","Stopped","localSystem"
"SHHWSR0086","DHCP Client","Running","NT Authority\LocalService"
"SHHWSR0086","Diagnostics Tracking Service","Running","LocalSystem"
"SHHWSR0086","DNS Client","Running","NT AUTHORITY\NetworkService"
"SHHWSR0086","Wired AutoConfig","Stopped","localSystem"
"SHHWSR0086","Diagnostic Policy Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0086","Extensible Authentication Protocol","Stopped","localSystem"
"SHHWSR0086","Encrypting File System (EFS)","Stopped","LocalSystem"
"SHHWSR0086","Windows Event Log","Running","NT AUTHORITY\LocalService"
"SHHWSR0086","COM+ Event System","Running","NT AUTHORITY\LocalService"
"SHHWSR0086","Microsoft Fibre Channel Platform Registration Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0086","Function Discovery Provider Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0086","Function Discovery Resource Publication","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0086","Windows Font Cache Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0086","Windows Presentation Foundation Font Cache 3.0.0.0","Stopped","NT Authority\LocalService"
"SHHWSR0086","Group Policy Client","Running","LocalSystem"
"SHHWSR0086","Human Interface Device Access","Stopped","LocalSystem"
"SHHWSR0086","Health Key and Certificate Management","Stopped","localSystem"
"SHHWSR0086","Windows CardSpace","Stopped","LocalSystem"
"SHHWSR0086","IIS Admin Service","Running","LocalSystem"
